id,type,title,link_content,link,released_by,modified_date
e636b7e058b2eea0,C15-Online Application System,Why are there quotas for each trail? How do I apply for space in a mountain cabin? How is space allocated?,"Modified Date: 2019/04/01
                
                Released by Taroko National Park Headquarters The Park Headquarters have implemented quotas for several trails, which limits the number of hikers to certain areas every day in accordance with subparagraph 10 of Article 8 of the National Park Act: “Ecological protection area: refers to the area where the natural biotic communities shall be stringently protected from development and shall be used only for scientific research.” The quotas are set in accordance to the ecological fragility of each area, and/or takes into account existing facilities and camping space in the area. Therefore, quotas are set to (a) protect the fragile ecological environment, and (b) to maintain a high quality of activities in each area. Quotas differ by route and by type of day. For most routes, the quota for non-holidays (Monday to Thursday) is less than the quota for holidays (Friday to Sunday and public holidays). For example: (a) Qilai Mountain Area: 40 people on an ordinary day and 60 people at weekend/holiday time; (b) Mt. Nanhu: 60 people on an ordinary day and 100 people at weekend and holiday times; (c) Zhuilu Old Road: 96 people ordinary time, 156 people at weekend and holiday time. A full list of quotas can be found on the Taroko Trails Availability page of our website: https://hike.taiwan.gov.tw/en/bed_5.aspx To apply for a mountain cabin bed online, the applicant selects the relevant mountain cabin and the system will automatically allocate a bed in accordance with application time, reference number and approval situation.",https://hike.taiwan.gov.tw/en/news_7_1.aspx?ID=1158,Taroko National Park Headquarters,2019/04/01
abd95034c9658b36,C15-Online Application System,How does the waitlist work for trails and/or cabins?,"Modified Date: 2019/04/01
                
                Released by Taroko National Park Headquarters Every route allows up to 10 teams on the waitlist for each route each day. When a route is fully booked, the system will automatically register applicants on the waitlist. If an already-approved party cancels their application for that day and the number of freed places is equal or more than the number of people in the first team on the standby list, the system will automatically move the first team on the waitlist to within the quota. If an already-approved party cancels their application for that day and the number of freed places is less than the number of people in the first team on the standby list, the system will automatically contact the first team on the waitlist by email informing them that places are available and that they can modify the number of persons on their team to fit the available freed places. If the notified team does not take the places within two days, their application will automatically be cancelled and the places will be offered to the next team on the waitlist. The waitlist expires according to the time limit for application for each route. Bed standby: The number of beds does not always equal the quota for its respective route. If the applicant applies for a bed when the beds in each cabin on the specific day are already fully booked, the applicant will need to camp near the cabin. If beds become available because of cancellation by another team, the system will allocate the available beds to teams on the standby list in the order of their application time. The waitlist for cabin space functions similarly to the waitlist for trail quotas. Standby time ends one day before the date of team departure.",https://hike.taiwan.gov.tw/en/news_7_1.aspx?ID=2659,Taroko National Park Headquarters,2019/04/01
d35d29bdff69b2b4,C07-Foreign Visitor,What is the difference between an Emergency Coordinator and an Emergency Contact? Does my Emergency Coordinator/Contact have to be a Taiwanese Citizen?,"Modified Date: 2019/04/02
                
                Released by Taroko National Park Headquarters An Emergency Contact is the team member’s next of kin. The Emergency Coordinator refers to a close friend or family member who does not hike with the team and are responsible to keep in constant contact with the team to monitor their progress. The emergency contact and emergency coordinator can be the same person if they are also the next of kin for one or more of the team members. If the team encounters difficulties and needs help or rescue, the emergency coordinator will be able to notify the authorities immediately. For the Park Entry Permit: you are free to provide an emergency contact/coordinator that is not a Taiwanese citizen and/or having a foreign phone number (i.e. emergency contacts/coordinators can be foreigners with overseas phone numbers). However, those who will also need to obtain a Mountain Entry Permit may need to provide an emergency coordinator that is a Taiwanese Citizen that has a local and contactable phone number. Please refer to "" If I already received a Park Entry Permit, how do I apply for a mountain entry permit? "" for instructions on how to apply for a Mountain Entry Permit; and please refer to "" Do I need a permit for my trail itinerary? "" for a list of trails that require one, both, or neither permits.",https://hike.taiwan.gov.tw/en/news_7_1.aspx?ID=2665,Taroko National Park Headquarters,2019/04/02
29fae8d738f3387e,01-Application Regulations,"How to apply for the Mountain Entry Permit from the National Police Agency, Ministry of the Interior","Modified Date: 2024/12/13
                
                Released by Yushan National Park Headquarters Mountain Entry Permit application procedure: Most of the ecological protected areas in national parks are also restricted mountain areas, including the popular hiking trails in the national parks. Therefore, tourists are required to apply for the Park Entry Permit and Mountain Entry Permit at the same time (according to the National Security Act). Since April 1 st , 2009, applying for the Mountain Entry Permit is free. For online Mountain Entry Permit application, please visit: Mountain Entry Application System Walk-in service application: 1. Receiving unit: National Police Agency, Ministry of Interior; Restricted mountain area police stations; National parks police branch Mountain trail entrance area… Receiving police units Dongpu / Tataka Yushan Police Branch, Sixth Division The Seventh special Police Corps, National Police Agency, Ministry of the Interior and its Tataka team Nantou County police bureau; Sinyi branch police station and its police station Chiayi County police bureau, Zhuqi branch police station and its police station Mei-shan Yushan Police Branch, Sixth Division The Seventh special Police Corps, National Police Agency, Ministry of the Interior and its Mei-shan team Kaohsiung city police department, Liugui branch police station and its police station Nan-an / Yuli Yushan Police Branch, Sixth Division The Seventh special Police Corps, National Police Agency, Ministry of the Interior and its Nan-an team Hualien County Police Bureau, Yuli branch police station and its police station Siang-yang Yushan Police Branch, Sixth Division The Seventh special Police Corps, National Police Agency, Ministry of the Interior Taitung County Police Bureau, Chishang branch police station and its police station 2. Please prepare the following material: ‧ Mountain Entry Permit application form *1 ‧ List of group members *3 (including applicants’ID numbers, dates of birth and addresses…) ‧ Hiking route map *3 ‧ Hiking plan *3 (including hiking Itinerary, equipment and emergency contacts) Entry Park Application Form or Park Entry Permit can substitute for the hiking plan.",https://hike.taiwan.gov.tw/en/news_7_1.aspx?ID=1547,Yushan National Park Headquarters,2024/12/13
9befdedd98c57db8,C05-Rules,Can I apply to hike solo (i.e. by myself)?,"Modified Date: 2019/04/08
                
                Released by Taroko National Park Headquarters Taroko National Park accepts solo-hiking applications at all times of the year (including the winter season). If you would like to make a solo-hiking application, you will need to complete and attach the “Letter of Undertaking for Solo Climbing in the Taroko National Park Ecological Protection Area and Other Restricted Mountain Area” form with your application: https://hike.taiwan.gov.tw/NationPark/manasystem/news/files/news/af6d8cb0-ab60-42ef-9c08-82f0061c1397.pdf Please note that you do not need to complete and attach the above-mentioned form if you intend to solo-hike Zhuilu Old Road and/or Mt. Qilai South Peak.",https://hike.taiwan.gov.tw/en/news_7_1.aspx?ID=2662,Taroko National Park Headquarters,2019/04/08
390d5efba912cbe0,C05-Rules,"When is ""winter season""? How do I apply to hike within the winter season?","Modified Date: 2019/04/01
                
                Released by Taroko National Park Headquarters In December of each year, each National Park will announce the dates of their respective ""winter season"". During this period, applicants will need to complete and upload both pages of the ""Climbing Safety Affidavit and Equipment Checklist"" with their application. Applicants are responsible for bringing the appropriate winter mountaineering equipment with them on the hike. Please check the Taroko National Park Bulletin Board on the CPAMI website for detailed information regarding the winter season for this year. Please go to the Taroko National Park Downloads webpage on the CPAMI website to download the ""Climbing Safety Affidavit and Equipment Checklist"" form.",https://hike.taiwan.gov.tw/en/news_7_1.aspx?ID=2663,Taroko National Park Headquarters,2019/04/01
9914072eebf1d5ed,C03-Application Progress Inquiry,Why was my Park Entry Permit application rejected?,"Modified Date: 2019/04/01
                
                Released by Taroko National Park Headquarters Park Entry Permit applications may be rejected if the itinerary does not correspond with the route category, if the itinerary is deemed unfeasible or surpassing the team’s abilities, or if those on the waitlist are unable to fill in opened spaces within the quota. Rejected applications will be accompanied by a detailed explanation. Applicants may be notified either by email or by phone if their details are incomplete (e.g. if the applicant’s phone number is the same phone number as their emergency contact) or if the proposed itinerary needs justification of hiking ability. In this case, please modify your application in accordance with the specific requests, and re-send the application back for processing. Please see ""How does the waitlist work for trails and/or cabins?"" for why applications on the waitlist may be automatically rejected.",https://hike.taiwan.gov.tw/en/news_7_1.aspx?ID=1161,Taroko National Park Headquarters,2019/04/01
8888488d30557314,C03-Application Progress Inquiry,What do I do once my Park Entry Permit is approved?,"Modified Date: 2019/04/01
                
                Released by Taroko National Park Headquarters Applicants will be notified via email when the Park Entry Permit application is approved. Applicants must then bring two copies of their permit(s) with them to the trail for possible inspection by the sentries and/or volunteer rangers on duty: https://hike.taiwan.gov.tw/en/apply_3.aspx For those hiking Zhuilu Old Road : In addition to your Park Entry Permit, please also bring with enough cash for the entry fee (200 NTD per person, 100 NTD per person with a valid student ID card), which is paid at the entry tollbooth. The trail will take between 4-6 hours to complete, so entry to the trail is limited to between 07:00 - 10:00 AM. For further details on the Zhuilu Old Road admission fee, please consult the Taroko National Park Fees website: https://www.taroko.gov.tw/en/Announcements/Fees",https://hike.taiwan.gov.tw/en/news_7_1.aspx?ID=1162,Taroko National Park Headquarters,2019/04/01
75621f43b77360f6,C01-Application Regulations,"My Park Entry Permit application has been approved, but I can’t make the trip. How can I cancel my permit?","Modified Date: 2019/04/01
                
                Released by Taroko National Park Headquarters If you cannot make the trip after your Park Entry Permit application has been approved, please cancel your application using the online application system before the system closes for the specified dates of your application. This is to give the opportunity to those on the waitlist to take your team’s place. Alternatively, you can also cancel your application by phoning the Park Entry Permit Applications Office during office hours, the details of which can be found on the footer of this website. Applications can be cancelled for the whole group or individuals (excluding the team leader). If applications are not cancelled according to the regulations, the team leader and the applicant (if they are not the same person) will be unable to make another application for a period of 6 months.",https://hike.taiwan.gov.tw/en/news_7_1.aspx?ID=1163,Taroko National Park Headquarters,2019/04/01
9920fe299d009e51,C12-Application Modification,My Park Entry Permit application has been approved; can I change the members of my team or the date of entry?,"Modified Date: 2019/04/01
                
                Released by Taroko National Park Headquarters After a Park Entry Permit application has already been approved; the date and personnel cannot be changed or added. Small changes (e.g. mistakes in spelling, birthdates, numbers) can be made by contacting the Park Entry Permit Applications Office. The application can be cancelled (for the whole team or for individuals, but not the team leader); those who wish to be added to the team must make a separate application.",https://hike.taiwan.gov.tw/en/news_7_1.aspx?ID=1164,Taroko National Park Headquarters,2019/04/01
73badaf775a4ded3,C99-Others,How do I get to Zhuilu Old Road? Is public transport available?,"Modified Date: 2019/04/01
                
                Released by Taroko National Park Headquarters The entrance of Zhuilu Old Road is opposite the Zhuilu Suspension Bridge, at the entrance of Yanzikou (Swallow Grotto): https://goo.gl/maps/eRZ2U7pv3n72 For those who are driving: the entrance of Zhuilu Old Road is located at the 178.8 km marker on Provincial Highway 8. This is located about 20 minutes driving time westward of the Taroko National Park Visitor Center. Roadside parking is available at Jinheng Park inside the Swallow Grotto (Yanzikou) Trail, or near the Xipan (helmet checkout) Service Station. For those who are taking public transport: Buses # 1126 , # 1133 , # 1133A , # 1141 operated by Hualien Bus Company, and Bus # 302 operated by Taroko Bus Company will stop at the entrance of Zhuilu Old Road (bus stop Yanzikou ). Please note that, due to the higher probability of bad weather occurring in the afternoon, entrance to Zhuilu Old Road is restricted to between 7:00 am and 10:00 am only. Hikers are recommended (but not required to) bring a safety helmet with them to the trail in case of rockfall. Helmets can be borrowed free of charge from Xipan Service Station, located 10-15 minutes downhill of the Zhuilu Old Road trail entrance: https://goo.gl/maps/8FKxsu4m77s",https://hike.taiwan.gov.tw/en/news_7_1.aspx?ID=2660,Taroko National Park Headquarters,2019/04/01
61cdc97f7a598d58,C01-Application Regulations,Are permits needed for Qilai South Peak and Mt. Nanhua?,"Modified Date: 2019/04/01
                
                Released by Taroko National Park Headquarters Mt. Nanhua is outside the premises of Taroko National Park and so a Park Access Permit is not required. However, a Mountain Access Permit must be obtained in advance. Mt. Qilai South Peak lies within the premises of Taroko National Park and so a Park Access Permit , in addition to a Mountain Access Permit , are both required. Please note that lodging for this route (Tianchi Cabin) is normally done by a lottery process through the National Forestry Bureau: https://tconline.forest.gov.tw/",https://hike.taiwan.gov.tw/en/news_7_1.aspx?ID=1165,Taroko National Park Headquarters,2019/04/01
fcc26454936a53a1,C01-Application Regulations,Are permits needed to hike Mt. Hehuan?,"Modified Date: 2020/02/27
                
                Released by Taroko National Park Headquarters Neither a Mountain Entry Permit nor a Park Entry Permit is required for the following peaks: Mt. Hehuan Main Peak, Mt. Hehuan East Peak, Mt. Hehuan South Peak, Mt. Hehuanjian, Mt. Shimen",https://hike.taiwan.gov.tw/en/news_7_1.aspx?ID=1159,Taroko National Park Headquarters,2020/02/27
ff32ac551eace22b,01-Application Regulations,Personal Data Gathering and Usage Instructions,"Modified Date: 2024/08/21
                
                Released by Yushan National Park Headquarters Personal Data Gathering and Usage Instructions Legal Basis of Personal Data Reservation: 1.          The 19 th article of National Park Law 2.          The 8 th article, 7 th section of Administration Regulations of Yushan National Park Headquarters 3.          Application Instruction for Entering the Yushan, Taroko, Shei-pa National Park 4.          Control Regulations of Ecological Protected Area Purpose for Personal Data Gathering: Works related to park entry application for entering Yushan National Park, including issuing park entry permit, park entry identification, park entry check, park entry statistical information, and visitors' behavior analysis. The Standard Purpose : 026 Ecological reservation 073 Freedom of government information, archives administration and management 077 Booking, lodging registration and ticket master business 135 Information (Communication) Services 136 Information (Communication) and database Management 157 Investigation, statistics and research analysis 159 Academic Research 167 Police Administration 171 Other central government authorities and its subordinate authority internal management, supervision of public affairs, administrative assistance and related services. The Types of personal data: C001 Type for identifying individuals C003 Type for identifying in government data C011 Individual description C038 Occupation C052 Qualification or technique. C131 Research of paper documents. Database name: Database of Yushan National Park Entry Application Personal Data Usage Duration: From the date of applying until the date of departing of Yushan National Park Personal Data Usage Area: Yushan National Park Headquarters Personal Data Usage Target: Applicants, Yushan National Park Headquarters, Yushan Police Squad, and National Police Agency. Usage of Personal Data: Park entry application, mountain entry application, drawing for campgrounds, park visitor statistic, visitors’ behavior analysis, notification through email or text message, etc. Personal Data Inquiry: Applicants may inquire online for application data and personal data from the date of applying until the departing date of Yushan National Park Inquiry for Yushan National Park Application Data by Paper Format: The headquarters will destroy all applicants’ data three years after the applicants’ departure and only the park entry statistical information will be saved. (Yushan National Park does not recommend applicants inquire by paper) Personal Data Output: Park Entry Permit is available to be downloaded when the application is approved and valid until the day of entry. Personal Data Modification: Applicants may modify the application’s personal information and replace the team leader at least 5 days before the entry date. Personal Data Deletion: The headquarters will destroy all applicants’ data two years after the applicants’ departing date and only the park entry statistical information will be saved. The Cease of Collecting, Handling and Usage of Personal Data: 1.          Applicants may cancel the application online or by email from the date of application until the entry date. 2.          Yushan National Park Headquarters dispose the personal data regularly. The headquarters will save only the name, sex, nationality, birth year and month and application date for statistical information. 3.           Applicants should understand the influence of not providing personal data: Personal information is the accordance of park entry permit and identification for park entry check; if the personal data is incorrect the park entry application may not be accepted. Park Entry Application Personal Data Gathering Unit Contact Information: Yushan National Park Headquarters Park Entry Service Unit 515, Sec1, Jongshan Road, Shueli township, Nantou county, Taiwan 553 Tel: 886-49-2348209, 886-49-2348204 mailbox: https://hike.taiwan.gov.tw/en/mail.aspx",https://hike.taiwan.gov.tw/en/news_7_1.aspx?ID=1031,Yushan National Park Headquarters,2024/08/21
f8ec13fac59a31c4,01-Application Regulations,YSNP Application and Admission Notice,"Modified Date: 2024/08/21
                
                Released by Yushan National Park Headquarters Application and Admission Notice",https://hike.taiwan.gov.tw/en/news_7_1.aspx?ID=1030,Yushan National Park Headquarters,2024/08/21
96909a7ac54d9bec,01-Application Regulations,Group Leader Notice,"Modified Date: 2019/01/30
                
                Released by Yushan National Park Headquarters Group Leader Notice: 1. Group leaders are responsible for leading the group, the safety of members and emergency treatments. 2. Be aware of the health condition of each group member. A headache, nausea, vomiting, breathlessness, and cough could be symptoms of altitude illness. Retreat immediately if symptoms persist or become worse. 3. If an accident happens, the group leader should stay on site, contact rescue organization and take care of other members.",https://hike.taiwan.gov.tw/en/news_7_1.aspx?ID=1027,Yushan National Park Headquarters,2019/01/30
9de377079906d6a5,01-Application Regulations,Members who are under the age of 18 cannot be the group leader and should upload a parental permission form signed by the parents.,"Modified Date: 2024/08/21
                
                Released by Yushan National Park Headquarters Members who are under the age of 18 cannot be the group leader and should upload a parental permission form signed by the parents.",https://hike.taiwan.gov.tw/en/news_7_1.aspx?ID=1032,Yushan National Park Headquarters,2024/08/21
